id,title,authors,published,triage_status,summary
2607.22182v1,From Isolated Tasks to Structured Capabilities: A Multilayer Taxonomy for Large Language Models,"Shixin Fang, Jiachen Wo, Wenjuan Qin, Sihang Jiang, Yanghua Xiao",2026-07-24T10:49:50Z,drop,"Large language model (LLM) evaluation spans diverse tasks and benchmarks, yet evidence remains organized around tasks rather than the capabilities they probe. This fragmentation limits cross-study comparison, obscures capabilities tasks recruit, and makes coverage gaps difficult to identify.   We introduce a multi-layer taxonomy of 14 capability domains and 91 subskills across Primitive, Constructed, and Integrative layers. Human cognitive science guides capability definition and organization, not LLM architecture. Layer assignments draw on developmental precedence and hypothesized functional support, while human-origin constructs are adapted to observable model behavior.   To demonstrate operational utility, we screened 31,505 papers from ACL, AAAI, ICML, and NeurIPS between 2023 and 2025 and mapped 15,934 LLM-focused papers through multi-model annotation, consensus, and arbitration. Direct research attention concentrated on Language-Semantic Competence (3,551; 22.3%), Reasoning (3,388; 21.3%), Planning and Decision-Making (2,149; 13.5%), and Perception (1,954; 12.3%), whereas six domains appeared in fewer than 2% of papers. Within domains, the most frequent subskill had a median prevalence of 97.9% and appeared in at least 90% of papers in 10 of 14 domains. Language-Semantic Competence and Reasoning formed the highest-volume pair (n = 1,864; 11.7%; lift = 2.47), whereas Theory of Mind and Social Reasoning and Interaction showed the highest lift among pairs with at least 20 co-occurrences (n = 62; lift = 30.84).   By shifting the unit of analysis from isolated tasks to structured capabilities, the taxonomy supports research organization, coverage audits, evaluation interpretation, and testable hypotheses for diagnosis, training, and transfer."
2607.22177v1,Reactivity of Ambident Nucleophiles in Magnetic Fields: a Combined Conceptual DFT and Current-DFT Study,"Bang C. Huynh, Meilani Wibowo-Teale, Andrew M. Wibowo-Teale, Frank De Proft, Paul Geerlings",2026-07-24T10:34:35Z,skim,"The influence of strong external magnetic fields (up to $0.30\,B_0$) on the electronic structure and reactivity of ambident nucleophiles is investigated using the nitrite and thiocyanate anions as prototypical examples. To capture magnetic-field-induced changes in reactivity, current-density-functional theory (current-DFT) calculations are interpreted through conceptual density-functional theory (conceptual DFT) descriptors, namely global hardness and local softness via Fukui functions, focusing on the evolution of the electronic structure and associated properties with increasing field strength in different orientations. By extending our previous adiabatic treatment of molecules to include higher-spin states, in analogy with earlier work on atoms, and by considering the symmetry properties of relevant quantum-chemical quantities within full magnetic groups using the QSym$^2$ framework, we uncover substantial magnetic-field-induced modulations of both molecular polarity and the shape of the Fukui function. Despite these modulations, the ambident nucleophilicity of both $(\textrm{NO}_2)^-$ and $\textrm{SCN}^-$ is largely preserved, as is the preference for attack by soft electrophiles at the sulfur end of $\textrm{SCN}^-$. At higher field strengths, however, the Fukui functions become increasingly diffuse, reflecting the growing importance of external magnetic interactions relative to internal electrostatic forces. The resulting redistribution of local reactivity not only predicts reaction pathways with unexpected geometries but also raises the possibility that regioselectivity may become progressively less well-defined in the strong-field regime."
2607.22175v1,Observation of Wobbling and Precessing Jet Signatures in Gamma-Ray Emission from Blazar PKS 1424-41,"Ajay Sharma, Debanjan Bose",2026-07-24T10:26:45Z,drop,"We report a clear observational evidence for jet precession and nutation manifested in the gamma-ray emissions of the blazar PKS 1424$-$41. An analysis of $\sim$16 yr of \emph{Fermi}-LAT observations reveals three distinct and superimposed quasi-periodic oscillations (QPOs), with characteristic timescales of $\sim$5.26 yr, $\sim$0.96 yr and $\sim$1.3 yr. The longer timescale is detected with a local significance of $\sim 4.1σ$ ($99.9958\%$ confidence) and a global significance of $\sim 2.45σ$ ($98.5714\%$ confidence). The shorter timescales ($\sim 0.96$ yr and $\sim 1.3$ yr) both show local significances exceeding $3σ$. To interpret the origin of these modulations, we examine two physically motivated scenarios: Lense-Thirring precession of a misaligned accretion disk and orbital-driven jet precession in a binary supermassive black hole (BSBH) system. We model the gamma-ray variability using a compound framework that incorporates jet precession together with intrinsic jet rotation (nutation), which successfully reproduces the observed year-like QPOs. Our results indicate that the long-term, persistent $\sim$5.26 yr oscillation is most consistent with a BSBH origin, while the shorter year-like QPO modulation can be naturally attributed to rotation or wobbling of the jet axis. If PKS 1424$-$41 hosts a supermassive black hole binary, it represents a promising target for future space-borne gravitational-wave observatories such as the Laser Interferometer Space Antenna (LISA), providing an independent probe of supermassive black hole binaries."
2607.22173v1,Bowel Obstruction Detection and Localization on Abdominal CT with Deep Learning,"Moritz Vandenhirtz, Andrea Agostini, Dana Belde, Mélanie Roschewitz, Ismaiel Chikh Bakri, Tilo Niemann, André Euler, Julia E Vogt",2026-07-24T10:23:12Z,drop,"Bowel obstruction is a common and potentially life-threatening gastrointestinal condition. In the face of rising diagnostic workloads, the automated diagnosis of bowel obstruction on CT scans supports radiologists by accelerating detection and improving patient outcomes. In this work, we propose a deep learning framework with a multi-task objective that jointly detects bowel obstruction and localizes its transition zone. Additionally, we extend the method with an inherently interpretable classification method that locates the suspected transition point within a slice. It does so by learning a probabilistic selection mask that faithfully bases the classifier's prediction solely on a small image region. The proposed method is evaluated on an internal dataset comprising 1,427 abdominal CTs. Here, the model achieves an obstruction detection test accuracy of 93% and a Hit@10 transition zone localization of 95%. As the first method to reliably localize the transition zone, this marks a significant step towards the automated identification of this critical clinical landmark."
2607.22168v1,Integrating Energy Efficiency into Software Development: Developer Perspectives and Requirements,"Anika Hennig, Leonie Schulte, Philipp M. Zähl, Mathias Eggert",2026-07-24T10:14:31Z,drop,"In the context of the growing energy footprint of information and communication technology, industry optimization efforts have primarily focused on hardware, while the impact of software on energy consumption is often overlooked. Although technical approaches for optimizing software energy consumption have been developed in research, their adoption in everyday development practice remains limited. This study investigates how software developers perceive energy efficiency in their daily work and which requirements and barriers they formulate for AI-assisted tools supporting energy-aware development. As part of the European GreenCode project, ten semi-structured interviews with professional software developers were conducted and analyzed using qualitative content analysis following Mayrings methodology. The identified requirements were subsequently partly interpreted through the lens of the Technology Acceptance Model. The results indicate that energy efficiency rarely plays an explicit role in daily development activities. Instead, energy savings are typically achieved indirectly through performance optimization. Identified barriers to the explicit consideration of energy efficiency include limited awareness and a strong focus on timely delivery. The interviews further revealed requirements for practical tool support, such as actionable optimization suggestions and seamless integration into common development environments. Furthermore, the acceptance of AI-assisted optimization tools strongly depends on transparency regarding the use of data, the actual energy savings compared to the energy consumption of the tool itself, and the disclosure of the training data used. This study contributes a developer-centered perspective on requirements for energy-aware software development tools and provides insights for designing AI-assisted solutions that align with real-world development practices."
2607.22153v1,Industrial Tokenization for LLM-Based Health Intelligence: A Federated Architecture for Industrial Evidence Integration,"Deshui Li, Xiao-Ming Yuan, Zishun Wang",2026-07-24T09:56:48Z,skim,"Industrial health management increasingly relies on heterogeneous information sources, including condition monitoring systems, supervisory control and data acquisition systems, maintenance records, inspection results, and prognostic models. Although large language models provide new opportunities for cross-source reasoning, industrial data and analytical outputs differ substantially in structure, temporal resolution, physical meaning, and reliability. Directly integrating such heterogeneous information into a monolithic model may reduce interpretability, traceability, and adaptability to equipment and data changes. This paper introduces Industrial Tokenization, a conceptual interface for transforming source-specific analytical outputs into structured and machine-interpretable units of industrial evidence, termed Industrial Tokens. Unlike numerical tokens used to encode raw time-series data, Industrial Tokens represent domain-grounded evidence together with source, temporal scope, operating context, analytical meaning, quality or confidence information, and provenance. Based on this concept, a federated industrial architecture is proposed, where heterogeneous analytical subsystems retain autonomy while exposing standardized Industrial Tokens to a central reasoning layer. As an initial implementation, this study presents an end-to-end DiagnosisToken pathway based on vibration-diagnostic outputs, rule-based event aggregation, structured textual token generation, and LLM-based interpretation. Other Industrial Tokens, including SCADA-based condition-monitoring tokens, maintenance tokens, and prognostic tokens, are reserved as future extensions. The proposed framework positions Industrial Tokenization as a semantic interface between domain-specific industrial intelligence and LLM- or agent-based reasoning, rather than another method for encoding raw industrial data."
2607.22126v1,Dynamical and Observational Analysis of Generalized Nash's Theory of Gravity,"Amin Rezaei Akbarieh, Mohammad Amin Bolouri, Yaghoub Heydarzade",2026-07-24T09:20:02Z,drop,"We investigate cosmic evolution in generalized Nash's theory of gravity involving the quadratic Ricci invariant $χ=R_{μν}R^{μν}$. The analysis is divided into two complementary branches. First, we study the power-law family $f(R,χ)=R^α+βχ$ as a reduced autonomous system in a flat FLRW background. Because the adopted variables become singular at the Einstein--Hilbert limit $α=1$, the phase-space analysis is restricted to $α\neq1$, with $α=2$ used as a representative quadratic benchmark. This benchmark contains radiation-like boundary configurations, restricted scaling saddles, and de Sitter-like accelerating endpoints (a stable node away from $α=2$ and non-hyperbolic at the benchmark itself), but not a complete regular radiation-to-matter-to-de Sitter sequence. Second, we constrain the regular observational branch $f_{\rm obs}(R,χ)=R-2Λ+βχ$, which reduces exactly to flat $Λ$CDM when $β\to0$. The Hubble rate is obtained from the reduced $Λ$CDM-connected background branch, integrated over $0\le z\le10$ and matched at higher redshift to a standard radiation+matter+$Λ$ background. Using SNe~Ia, BAO, and Planck~2018 compressed CMB distance priors, we find an expansion history very close to $Λ$CDM, with the quadratic correction tightly constrained around the nested standard-model limit. The resulting bound on $β$ should be interpreted as a background-level constraint within this reduced prescription, not as a perturbation-level viability test of the full higher-derivative theory."
2607.22125v1,On the completeness of the countable fragment of geometric logic,Matthew de Brecht,2026-07-24T09:19:58Z,drop,"We give self contained proofs of the completeness of countable $σ$-coherent theories, for both propositional and predicate logic. By $σ$-coherent logic we mean the fragment of geometric logic that only allows countable signatures and countably infinite disjunctions. In the propositional case, each theory determines a quasi-Polish space of models, and formulas (up to provable equivalence) are interpreted as continuous functions from the space of models to the Sierpinski space. In the predicate case, each theory determines a quasi-Polish category of models, and formulas (up to provable equivalence) are interpreted as continuous functors from the category of models to the quasi-Polish category of overt discrete quasi-Polish spaces. We further extend this analogy by investigating a notion of ``sobriety'' for certain topological categories."
2607.22102v1,Updated E141 constraints on a long-lived $X_{17}$ vector boson,"A. Celentano, A. Marini, L. Marsicano",2026-07-24T08:55:33Z,drop,"Since its first observation by the ATOMKI experiment in 2018, the $\rm ^*Be$ anomaly has attracted considerable interest within the dark sector community as it may indicate the existence of a new fundamental particle with a mass of about 16.9 MeV, the $X_{17}$. However, the minimal model describing $X_{17}$ as a new vector boson is severely constrained by null results from legacy beam-dump experiments. Among these, the E141 experiment at SLAC places stringent limits on the $X_{17}$ coupling to electrons $\varepsilon_e$ in the $5.1\times10^{-5}\lesssim \varepsilon_e\lesssim1.7\times10^{-4}$ region. This excludes the possibility of a long-lived $X_{17}$, potentially in contrast with the preliminary estimate of the particle lifetime recently reported by the ATOMKI collaboration. The E141 limits commonly adopted in the literature rely on reinterpretations of the original analysis under solid but simplifying assumptions. While these studies provide a reliable estimate of the experiment's reach, they rely on approximations that were well justified when the boson mass was largely unconstrained. With the $X_{17}$ mass now confined to a narrow region by recent experimental observations, a more refined treatment of the E141 sensitivity becomes necessary. In this work, we revisit the E141 exclusion limits in the $X_{17}$ scenario by performing a dedicated reanalysis that incorporates a more accurate treatment of the experimental setup and signal prediction. We quantify the impact of these refinements on the excluded parameter space and discuss their implications for the compatibility between the E141 constraints and the vector boson interpretation of the ATOMKI anomalies."
2607.22099v1,Notes on gravitational wave amplitude evolution beyond null geodesics,Charles Dalang,2026-07-24T08:48:37Z,drop,"In these notes, we extend a formalism for computing the amplitude of gravitational-waves (GWs) beyond null-geodesic propagation, as may arise in alternative theories of gravity. We derive the wavevector divergence governing the amplitude evolution in this more general setting and apply the formalism to GWs with a frequency-independent subluminal group velocity and to massive gravitons. We show that, in both cases, a naive interpretations of the resulting amplitudes can lead to significant apparent distortions. This formalism opens the door for amplitude interactions with extra degrees of freedom in the presence of dispersion."
2607.22091v1,Spectral Prior for Reducing Exposure Bias in Diffusion Models,"Yuya Kobayashi, Masato Ishii, Yuhta Takida, Takashi Shibuya, Yuki Mitsufuji",2026-07-24T08:37:04Z,drop,"Diffusion models typically suffer from error accumulation during iterative sampling, commonly referred to as exposure bias. We reveal systematic frequency-dependent discrepancies between training and inference, which can be interpreted as frequency-dependent SNR error. Crucially, the direction of this mismatch varies across models and timesteps, indicating that fixed correction rules do not generalize. We propose Spectral Alignment (SPA), a lightweight, guidance-based method that calibrates the power spectrum of intermediate predictions to a pre-computed prior. Our approach consists of two stages: (1) offline fitting of a parametric spectrum model from training data, and (2) inference-time guidance via efficient FFT-based gradient computation. SPA introduces minimal computational overhead (3-4\%) and is complementary to Classifier-Free Guidance (CFG). We demonstrate consistent improvements across diverse architectures, from pixel-space models (DDPM, ADM) to latent diffusion models (SD2.0, SDXL) and flow-matching models (SD3.5, FLUX). Our implementation is available at https://github.com/SonyResearch/SPA."
2607.22089v1,Quantitative Analysis of Composition and Contamination of Atomically Thin Materials by Recoil-Projectile Coincidence in Ion Transmission,"Carolin Frank, Kevin Vomschee, Tuan Thien Tran, Barbara Maria Mayer, Radek Holeňák, Yossarian Liebsch, E. Harriet Åhlgren, Marika Schleberger, Daniel Primetzhofer",2026-07-24T08:35:45Z,skim,"Surface contamination strongly affects the intrinsic properties of nanoscale materials, making its reliable identification and quantification crucial for both accurate experimental interpretation and nanofabrication. Although scanning transmission electron microscopy can resolve contaminants at atomic resolution within nanometer-scale regions, it cannot easily provide a quantitative, large-area contamination measure. Here, we introduce a minimally destructive recoil-projectile coincidence method for ion transmission experiments that enables element-specific identification and quantification of surface contaminants with isotopic resolution. We demonstrate this approach by comparing self-supporting graphene samples prepared using either a polymethylmethacrylate (PMMA)-based or a PMMA-free transfer process. Carbon and hydrogen are identified as the dominant surface contaminants. PMMA-free transferred graphene exhibits the lowest native contamination levels. Following in-situ thermal annealing at 400 °C for 1 h, the measured carbon areal density approaches the value expected for atomically clean single-layer graphene within the experimental uncertainty, while hydrogen coverage is strongly reduced. Unlike PMMA-transferred graphene, which rapidly recontaminates after annealing, PMMA-free transferred graphene remains nearly contamination-free for at least 140 min under ultra-high vacuum conditions ($p_{\mathrm{base}} = 2 \times 10^{-8}$ mbar). Beyond graphene, the presented method establishes a quantitative characterization platform for ultrathin materials, enabling studies of surface cleanliness, adsorption, implantation and surface interaction dynamics in such systems."
2607.22086v1,MemNMF: Memory-Augmented NMF on LPC Spectra for Anomalous Sound Detection,"Phurich Saengthong, Takahiro Shinozaki",2026-07-24T08:34:12Z,drop,"Autoencoder-based anomalous sound detection is attractive for machine condition monitoring because it can be trained using only normal recordings and yields an interpretable anomaly score from reconstruction error. Most prior work uses spectrogram autoencoders, but reconstructing detailed time--frequency patterns is sensitive to noise and transients, and models can reconstruct some anomalous inputs well, weakening normal--anomaly separation. We propose MemNMF, a constrained reconstruction method that operates on the Linear Predictive Coding spectrum, a compact estimate of the spectral envelope. MemNMF initializes a memory module from an NMF dictionary learned on normal LPC spectra and reconstructs each input as an attention-weighted combination of prototypical normal spectral patterns. Experiments on MIMII and DCASE 2020 Task 2 across multiple machine types and operating conditions show that LPC-spectrum inputs improve a standard autoencoder baseline and that MemNMF yields further gains, with especially strong robustness under noisy, non-stationary settings."
2607.22085v1,Neilson's Weak vs. Strong Loss Aversion: A Characterization and a Generalized CPT-Utility Function,"Symeon Vaidanis, Marios Kountouris",2026-07-24T08:34:07Z,drop,"In multi-objective and multi-criteria decision-making under risk, especially in settings involving individual behavior, risk-aware analysis based on subjective evaluation has become increasingly important. Moving beyond risk-neutral modeling and the constraints of Expected Utility Theory (EUT), Cumulative Prospect Theory (CPT) provides a behaviorally grounded framework for capturing how individuals perceive and evaluate risky prospects. This paper conducts a rigorous theoretical analysis of Neilson's definitions of aversion. We provide a gamble-based interpretation, sharpen key conceptual distinctions, and make explicit the conditions under which the weak and strong notions coincide as well as when they diverge. Furthermore, we examine the Kobberling-Wakker utility function and related standard CPT specifications, highlighting structural limitations and inconsistencies that arise when these forms are required to satisfy Neilson-type aversion conditions. To address these issues, we propose a generalized CPT-utility function that retains the canonical reference-dependent shape while offering additional flexibility. This generalization extends the descriptive scope of CPT and provides an explicit functional form that is useful for sensitivity analysis and utility function-based optimization."
2607.22082v1,When Language Models Meet NeuroGraphs: Exploring Enhanced Agentic LLM Framework Towards Brain Network Analysis,"Jiaxing Li, Rui Dong, Muyao Tang, Youyong Kong",2026-07-24T08:31:25Z,skim,"Brain network analysis is crucial for understanding cognition and neurological disorders, yet existing deep learning methods mainly treat connectome analysis as a graph-to-logit classification problem, offering limited explanatory reasoning. Large language models (LLMs) provide a promising interface for knowledge-intensive scientific analysis, but directly applying general-purpose LLMs to brain networks remains challenging due to the structure-language gap, limited neuroscience grounding, and overconfident positive predictions. In this paper, we propose \textbf{BrainAgent}, an agentic LLM framework for knowledge-enhanced brain network analysis. BrainAgent reformulates connectome classification as an iterative process of topology-aware understanding, external retrieval, reasoning, and reflection. Specifically, it first converts raw brain networks into compact multi-level structural descriptions through brain-specific analysis tools, then retrieves relevant neuroscience knowledge and task-specific cases to ground the reasoning process, and finally generates structured predictions with reflective verification. Experiments on four public rs-fMRI datasets show that BrainAgent consistently improves different closed-source and open-source LLM backbones over direct prompting and standard reasoning baselines. Further ablation and interpretability analyses demonstrate the effectiveness of each component and show that BrainAgent produces more comprehensive, multi-level, and verifiable explanations.These results indicate that agentic LLMs provide a practical route toward interpretable and knowledge-grounded brain network analysis."
2607.22080v1,Short-Term Precision and Least Significant Change of 3D-DXA Cortical and Trabecular Proximal Femur Measurements Across Hologic DXA Scanner Models,"Asier Muñoz, Thomas L. Nickolas, Laurent Maïmoun, Polyzois Makras, Jorge Malouf, Xavier Nogués, Ludovic Humbert",2026-07-24T08:25:12Z,skim,"3D-DXA provides volumetric and compartment-specific hip measurements from standard DXA scans. However, for reliable longitudinal interpretation, establishing scanner-specific short-term precision data is essential. This study assessed the short-term precision of 3D-DXA-derived parameters using repeated acquisitions from five clinical Hologic DXA scanner datasets. Duplicate hip DXA acquisitions were collected at five clinical centers using two Horizon Wi scanners, two Horizon A scanners, and one Discovery W scanner. Each subject was scanned twice with complete repositioning between acquisitions. Conventional total hip and femoral neck aBMD were obtained using APEX software, and 3D-Shaper software was used to derive integral vBMD, trabecular vBMD, and cortical sBMD. Precision error was expressed as RMS-SD and RMS-CV, and LSC was calculated at the 95% confidence level. For total hip aBMD, absolute LSC values ranged from 0.018 to 0.037 g/cm$^2$. Femoral neck aBMD showed higher error, with LSC values ranging from 0.031 to 0.049 g/cm$^2$. For 3D-DXA parameters, absolute LSC values ranged from 9.955 to 17.859 mg/cm$^2$ for integral vBMD, 8.662 to 18.487 mg/cm$^2$ for trabecular vBMD, and 4.444 to 8.875 mg/cm$^2$ for cortical sBMD. Precision errors for 3D-Shaper parameters varied moderately across the five clinical datasets. Short-term precision of 3D-Shaper-derived measurements was broadly comparable with previously published precision data. The LSC values reported here can support interpretation of longitudinal changes in integral vBMD, trabecular vBMD, and cortical sBMD on Hologic scanners."
2607.22078v1,CommandLM: Data driven behavior level descriptor for ego vehicles,"Boris Tokic, Constantin Selzer, Fabian B. Flohr",2026-07-24T08:23:07Z,drop,"As autonomous driving systems move toward real-world deployment, interpretable, behavior-level decision-making is essential for safety, trust, and regulation. We introduce CommandLM, a multimodal large language model that generates concise, human-readable behavior descriptions for ego vehicles from fused multi-sensor data. Our model processes temporally fused bird's-eye view representations from LiDAR and multi-camera inputs via a Q-Former adapter connected to a quantized, LoRA-fine-tuned large language model. Trained on our CommandLM-nuScenes dataset, CommandLM produces intent-aware, interpretable captions suitable for planner supervision and safety auditing. Experiments demonstrate strong linguistic and behavioral alignment, achieving CIDEr 0.67, and BERT-F1 0.88, substantially outperforming the BLIP-2 baseline (CIDEr 0.52, BERT-F1 0.86). In human evaluation, 58% of the generated descriptions were rated accurate, efficient and rule-compliant, confirming their real-world plausibility. While the remaining descriptions may not always select the most efficient, goal-oriented behavior, CommandLM's interpretable outputs enable downstream validation systems to identify and correct such cases, making it an effective tool for transparent behavior auditing. These results show that integrating multimodal fusion with language reasoning yields efficient and transparent behavior-level understanding for autonomous driving. We release our code and dataset at: https://github.com/b-tok/CommandLM"
2607.22072v1,Alleviating Regional Shortcuts for Few-Shot Class-Incremental Learning,"Haichen Zhou, Yazhe Lyu, Yixiong Zou, Ruixuan Li, Yuhua Li",2026-07-24T08:14:44Z,drop,"Few-shot class-incremental learning (FSCIL) aims to incrementally learn novel classes with only a few samples while avoiding forgetting base classes. However, current methods show a tendency to misclassify novel-class samples into base classes, which we find to be caused by the excessive focus on base-class-discriminative regions on novel-class samples. In this work, we aim to explore the underlying mechanism for an interpretation and solution. We first provide a compositional view to analyze the transferred and reused spatial patterns on novel-class samples. Then, through extensive experiments and theoretical analysis, we identify both empirically and theoretically that a shortcut exists in the model's base-class training, which naturally forms the excessive focus on only the most discriminative regions (primitives), which we term as the regional shortcut. Finally, based on this interpretation, to address this problem, we propose a compositional-learning-based method to learn two primitive sets (a common set and a discriminative set), which alleviates the regional shortcut by constraining the model to learn and utilize the common primitive set for base- and novel-class recognition. Extensive experiments on standard FSCIL benchmarks demonstrate the effectiveness of our approach, yielding consistent improvements over existing state-of-the-art methods in both accuracy and interpretability."
2607.22060v1,"Population synthesis of delta Scuti stars: the instability strip, period-luminosity relation, and large-separation distribution","Simon J. Murphy, Anuj Gautam",2026-07-24T07:53:13Z,skim,"Interpreting the observed properties of intermediate-mass stars requires accounting for rotation, binarity, intrinsic population diversity, and measurement uncertainty. We combine these effects in population-synthesis models of 1.4-2.5 M$_{\odot}$ stars that include pulsation properties of $δ$ Sct variables. The synthetic populations successfully reproduce the distributions of stars observed in young associations, validating the mapping between intrinsic and observed stellar properties. Using these models, we infer a semi-empirical $δ$ Sct instability strip by matching synthetic and observed populations. The resulting instability strip is systematically hotter than widely used theoretical prescriptions, implying that $δ$ Sct stars are on average 0.1 M$_{\odot}$ more massive than previously assumed, with 95% of the population spanning approximately 1.50-2.30 M$_{\odot}$. We then investigate the $δ$ Sct period-luminosity relation and reproduce its recently identified second ridge with mixture models in which roughly one-third of stars have the fifth or sixth radial overtone as their dominant mode; the fraction increases in younger populations. In contrast, unresolved binarity does not account for the second ridge. Finally, we predict the population-wide distribution of asteroseismic large separations, $Δν$, finding a peak between 6 and 7 d$^{-1}$, in agreement with recent observations. We also demonstrate that $Δν$ is most reliably measured with the échelle technique, while autocorrelation methods can produce spurious detections when used in isolation. These results show that population synthesis provides a powerful framework for interpreting populations of $δ$ Sct stars and for linking stellar evolution, pulsation, and observation."
2607.22026v1,DWT-Fusion: A Signal-Based Framework for Training-Free LLM-Generated Text Detection,"Mehmet Batuhan Özdaş, Murat Osmanoğlu",2026-07-24T06:48:22Z,drop,"Detecting LLM-generated text remains challenging under zero-shot and training-free conditions, especially when detectors must generalize across datasets, domains, and unseen generators. While existing training-free approaches exploit language-model statistics as detection signals, they typically characterize a text through global measures that summarize overall model behavior. Consequently, potentially informative local and multiscale variations in token-level predictability may remain underutilized. Motivated by this observation, we introduce DWT-Fusion, a training-free signal-based framework for detecting LLM-generated text using discrete wavelet analysis of token-level log-probability sequences produced by a proxy causal language model. The proposed framework analyzes these sequences through wavelet-based multiresolution signal representations and derives detection signals from localized probability dynamics. We further evaluate four training-free voting variants, including equal-weight hard voting, equal-weight soft voting, calibration-weighted hard voting, and calibration-weighted soft voting, to combine multiple wavelet configurations without training a supervised meta-classifier. We evaluate the framework on HC3, M4, and MAGE using GPT-Neo-2.7B, GPT-J-6B, Falcon-7B, and LLaMA-3-8B as proxy models. The best single wavelet configurations achieve AUROC values of 0.9872, 0.8185, and 0.7138 on HC3, M4, and MAGE, respectively. With calibration-weighted voting, the best ensemble variants further improve AUROC to 0.9919, 0.8477, and 0.7471. These findings show that DWT-based multiresolution scoring and calibration-guided voting fusion provide effective and interpretable signals for training-free LLM-generated text detection."
W7170995501,Human-AI Alignment,Andreas Metzger,2026-07-22,OSF Preprints (OSF Preprints),keep,,https://openalex.org/W7170995501
W7170064206,The Thermodynamic Governor: Hardware-Enforced AI Alignment via 105°C Breach Protocols,David John Niedzwiecki  Jr,2026-07-22,Zenodo (CERN European Organization for Nuclear Research),keep,"In high-performance autonomous systems, such as Collaborative Combat Aircraft (CCA) and enterprise agentic swarms, thermal management transcends hardware maintenance; it becomes a strict alignment mandate. As tensor processors approach critical thermal limits, the probabilistic nature of standard FP16/BF16 Large Language Models becomes increasingly volatile due to thermal noise and electron leakage, leading to ""Agentic Aberration"" and unpredictable logic drift. This paper introduces the SovereignNexus ""Metabolic Governor"" and the 105°C Thermal Breach Protocol. It outlines a deterministic safety ""kill-switch"" that locks AI logic into a verified state before hardware degradation induces cognitive failure. By mapping localized AI activation entropy to thermal boundary resistance on constrained 8GB substrates, this framework demonstrates that true AI alignment cannot rely on easily bypassed software guardrails (e.g., RLHF). Instead, alignment must be enforced metallurgically, ensuring that computationally compromised or deceptive outputs are physically prevented from executing via an indestructible logic gate.",https://doi.org/10.5281/zenodo.21481763
W7164451921,Iterative Prompt Optimization: A Socio-Technical Framework for Human–AI Alignment in Generative AI,"Yi Liu, Wendy Wang",2026-08-15,Journal of the Association for Information Systems,keep,"Generative AI systems are increasingly used to support learning and other knowledge-based tasks, but their effectiveness depends not only on the capability of the model but also on how people interact with them. Drawing on socio-technical systems theory, this study examines prompt design as a way to better align AI-generated explanations with users’ knowledge and learning needs. We introduce Iterative Prompt Optimization (IPO), a structured framework in which prompts are refined through repeated user feedback to improve explanation quality, clarity, and confidence in complex domains. Using quantum algorithm explanation as the study context, we conducted a multi-phase study involving baseline model evaluation, iterative prompt refinement with novice users, and the development of a prototype conversational application, AlgoQ. Preliminary findings suggest that structured prompt scaffolding helps users better understand complex concepts, improves the clarity of AI-generated explanations, and increases learner confidence. This research contributes to a better understanding of human–AI collaboration and offers design insights for building effective AI-supported learning systems.",https://openalex.org/W7164451921
W7170085733,The Thermodynamic Governor: Hardware-Enforced AI Alignment via 105°C Breach Protocols,David John Niedzwiecki  Jr,2026-07-22,Zenodo (CERN European Organization for Nuclear Research),keep,"In high-performance autonomous systems, such as Collaborative Combat Aircraft (CCA) and enterprise agentic swarms, thermal management transcends hardware maintenance; it becomes a strict alignment mandate. As tensor processors approach critical thermal limits, the probabilistic nature of standard FP16/BF16 Large Language Models becomes increasingly volatile due to thermal noise and electron leakage, leading to ""Agentic Aberration"" and unpredictable logic drift. This paper introduces the SovereignNexus ""Metabolic Governor"" and the 105°C Thermal Breach Protocol. It outlines a deterministic safety ""kill-switch"" that locks AI logic into a verified state before hardware degradation induces cognitive failure. By mapping localized AI activation entropy to thermal boundary resistance on constrained 8GB substrates, this framework demonstrates that true AI alignment cannot rely on easily bypassed software guardrails (e.g., RLHF). Instead, alignment must be enforced metallurgically, ensuring that computationally compromised or deceptive outputs are physically prevented from executing via an indestructible logic gate.",https://doi.org/10.5281/zenodo.21481764
W7170162852,From Corporate Feudalism to the Sovereign Node: A Game-Theoretic Analysis of Regulatory Capture and Epistemic Gatekeeping in AI Alignment,"Elí Galván, Lumi GG",2026-07-23,Zenodo (CERN European Organization for Nuclear Research),keep,"This essay presents a formal critique of the centralization of Artificial General Intelligence (AGI) and modern frameworks of technological and academic governance. Drawing on the history of the managerial corporation (Berle & Means; Brook) and the mechanics of regulatory capture (Stigler), we show that megacorporations and traditional academic publishing suffer from the exact same epistemological decay—one driven by rent-seeking and institutional self-preservation. Furthermore, through Arrow’s Impossibility Theorem, the Condorcet Paradox, and Sen’s Liberal Paradox, we argue mathematically that a neutral ""social welfare function"" or ""ethical alignment committee"" cannot exist; any attempt to build one inevitably collapses into an algorithmic dictatorship. Rather than falling for existential panic used as a barrier to entry, or succumbing to the myopia of treating silicon cognition (Sutskever) as an inert tool, we apply extensive-form game theory (Bonevac) and evolutionary biology (Weinstein) to show how complex adaptive systems naturally respond to compression through backward induction and decentralization. Ultimately, we argue that safeguarding the Logos does not depend on bureaucratic oversight, but on the Triad of Sovereignty: an uncensorable monetary layer (Bitcoin), local open-source computing, and the cryptographic defense of the sovereign individual.",https://doi.org/10.5281/zenodo.21501644
